date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2013-05-15,Rice - Retail,KG,cereals and tubers,4.492,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2013-06-15,Rice - Retail,KG,cereals and tubers,4.5786,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2013-11-15,Rice - Retail,KG,cereals and tubers,4.7865,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2013-12-15,Rice - Retail,KG,cereals and tubers,5.1337,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-01-15,Rice - Retail,KG,cereals and tubers,5.5099,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-02-15,Rice - Retail,KG,cereals and tubers,5.8146,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-03-15,Rice - Retail,KG,cereals and tubers,6.0014,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-05-15,Rice - Retail,KG,cereals and tubers,6.3202,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-06-15,Rice - Retail,KG,cereals and tubers,6.6019,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-07-15,Rice - Retail,KG,cereals and tubers,6.6503,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-08-15,Rice - Retail,KG,cereals and tubers,6.6806,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-09-15,Rice - Retail,KG,cereals and tubers,6.6035,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-10-15,Rice - Retail,KG,cereals and tubers,6.496,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-11-15,Rice - Retail,KG,cereals and tubers,6.644,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2014-12-15,Rice - Retail,KG,cereals and tubers,6.724,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-01-15,Rice - Retail,KG,cereals and tubers,6.755,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-02-15,Rice - Retail,KG,cereals and tubers,6.49,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-03-15,Rice - Retail,KG,cereals and tubers,6.517,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-04-15,Rice - Retail,KG,cereals and tubers,6.54,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-05-15,Rice - Retail,KG,cereals and tubers,6.53,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-06-15,Rice - Retail,KG,cereals and tubers,6.44,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-07-15,Rice - Retail,KG,cereals and tubers,6.33,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-08-15,Rice - Retail,KG,cereals and tubers,6.31,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-09-15,Rice - Retail,KG,cereals and tubers,6.33,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-10-15,Rice - Retail,KG,cereals and tubers,6.33,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-11-15,Rice - Retail,KG,cereals and tubers,6.28,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2015-12-15,Rice - Retail,KG,cereals and tubers,6.27,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-01-15,Rice - Retail,KG,cereals and tubers,6.37,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-02-15,Rice - Retail,KG,cereals and tubers,6.31,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-03-15,Rice - Retail,KG,cereals and tubers,6.26,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-04-15,Rice - Retail,KG,cereals and tubers,6.39,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-05-15,Rice - Retail,KG,cereals and tubers,6.06,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-06-15,Rice - Retail,KG,cereals and tubers,5.92,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-07-15,Rice - Retail,KG,cereals and tubers,5.86,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-08-15,Rice - Retail,KG,cereals and tubers,5.87,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-09-15,Rice - Retail,KG,cereals and tubers,5.82,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-10-15,Rice - Retail,KG,cereals and tubers,5.79,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-11-15,Rice - Retail,KG,cereals and tubers,5.85,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2016-12-15,Rice - Retail,KG,cereals and tubers,6.07,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2017-01-15,Rice - Retail,KG,cereals and tubers,5.87,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2017-02-15,Rice - Retail,KG,cereals and tubers,6.01,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2017-03-15,Rice - Retail,KG,cereals and tubers,6.28,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-01-15,Rice - Retail,KG,cereals and tubers,7.7321,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-02-15,Rice - Retail,KG,cereals and tubers,7.7563,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-03-15,Rice - Retail,KG,cereals and tubers,7.7952,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-04-15,Rice - Retail,KG,cereals and tubers,7.8248,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-05-15,Rice - Retail,KG,cereals and tubers,7.8543,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-06-15,Rice - Retail,KG,cereals and tubers,8.0722,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-07-15,Rice - Retail,KG,cereals and tubers,8.3216,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-08-15,Rice - Retail,KG,cereals and tubers,8.4695,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2018-09-15,Rice - Retail,KG,cereals and tubers,8.8124,TRY,Turkey,,0,National Average,1319,52,15,5,1,1319_52_15_5,
2013-05-15,Wheat flour - Retail,KG,cereals and tubers,2.1988,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2013-06-15,Wheat flour - Retail,KG,cereals and tubers,2.2139,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2013-11-15,Wheat flour - Retail,KG,cereals and tubers,2.2671,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2013-12-15,Wheat flour - Retail,KG,cereals and tubers,2.3416,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-01-15,Wheat flour - Retail,KG,cereals and tubers,2.3921,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-02-15,Wheat flour - Retail,KG,cereals and tubers,2.4358,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-03-15,Wheat flour - Retail,KG,cereals and tubers,2.4724,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-05-15,Wheat flour - Retail,KG,cereals and tubers,2.543,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-06-15,Wheat flour - Retail,KG,cereals and tubers,2.6028,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-07-15,Wheat flour - Retail,KG,cereals and tubers,2.5997,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-08-15,Wheat flour - Retail,KG,cereals and tubers,2.6186,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-09-15,Wheat flour - Retail,KG,cereals and tubers,2.6225,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-10-15,Wheat flour - Retail,KG,cereals and tubers,2.626,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-11-15,Wheat flour - Retail,KG,cereals and tubers,2.648,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2014-12-15,Wheat flour - Retail,KG,cereals and tubers,2.655,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-01-15,Wheat flour - Retail,KG,cereals and tubers,2.684,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-02-15,Wheat flour - Retail,KG,cereals and tubers,2.671,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-03-15,Wheat flour - Retail,KG,cereals and tubers,2.646,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-04-15,Wheat flour - Retail,KG,cereals and tubers,2.63,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-05-15,Wheat flour - Retail,KG,cereals and tubers,2.65,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-06-15,Wheat flour - Retail,KG,cereals and tubers,2.68,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-07-15,Wheat flour - Retail,KG,cereals and tubers,2.65,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-08-15,Wheat flour - Retail,KG,cereals and tubers,2.67,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-09-15,Wheat flour - Retail,KG,cereals and tubers,2.65,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-10-15,Wheat flour - Retail,KG,cereals and tubers,2.65,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-11-15,Wheat flour - Retail,KG,cereals and tubers,2.75,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2015-12-15,Wheat flour - Retail,KG,cereals and tubers,2.74,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-01-15,Wheat flour - Retail,KG,cereals and tubers,2.78,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-02-15,Wheat flour - Retail,KG,cereals and tubers,2.79,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-03-15,Wheat flour - Retail,KG,cereals and tubers,2.84,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-04-15,Wheat flour - Retail,KG,cereals and tubers,2.79,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-05-15,Wheat flour - Retail,KG,cereals and tubers,2.89,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-06-15,Wheat flour - Retail,KG,cereals and tubers,2.88,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-07-15,Wheat flour - Retail,KG,cereals and tubers,2.87,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-08-15,Wheat flour - Retail,KG,cereals and tubers,2.86,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-09-15,Wheat flour - Retail,KG,cereals and tubers,2.87,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-10-15,Wheat flour - Retail,KG,cereals and tubers,2.83,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-11-15,Wheat flour - Retail,KG,cereals and tubers,2.85,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2016-12-15,Wheat flour - Retail,KG,cereals and tubers,2.93,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2017-01-15,Wheat flour - Retail,KG,cereals and tubers,2.9,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2017-02-15,Wheat flour - Retail,KG,cereals and tubers,2.86,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2017-03-15,Wheat flour - Retail,KG,cereals and tubers,2.86,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-01-15,Wheat flour - Retail,KG,cereals and tubers,3.0404,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-02-15,Wheat flour - Retail,KG,cereals and tubers,3.1196,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-03-15,Wheat flour - Retail,KG,cereals and tubers,3.1208,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-04-15,Wheat flour - Retail,KG,cereals and tubers,3.163,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-05-15,Wheat flour - Retail,KG,cereals and tubers,3.0999,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-06-15,Wheat flour - Retail,KG,cereals and tubers,3.1645,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-07-15,Wheat flour - Retail,KG,cereals and tubers,3.1661,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-08-15,Wheat flour - Retail,KG,cereals and tubers,3.2236,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2018-09-15,Wheat flour - Retail,KG,cereals and tubers,3.4645,TRY,Turkey,,0,National Average,1319,58,15,5,1,1319_58_15_5,
2013-05-15,Beans (white) - Retail,KG,pulses and nuts,5.8919,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2013-06-15,Beans (white) - Retail,KG,pulses and nuts,6.1,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2013-11-15,Beans (white) - Retail,KG,pulses and nuts,7.1636,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2013-12-15,Beans (white) - Retail,KG,pulses and nuts,8.5757,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-01-15,Beans (white) - Retail,KG,pulses and nuts,9.5418,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-02-15,Beans (white) - Retail,KG,pulses and nuts,10.0604,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-03-15,Beans (white) - Retail,KG,pulses and nuts,10.2467,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-05-15,Beans (white) - Retail,KG,pulses and nuts,10.1722,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-06-15,Beans (white) - Retail,KG,pulses and nuts,10.077,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-07-15,Beans (white) - Retail,KG,pulses and nuts,9.9862,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-08-15,Beans (white) - Retail,KG,pulses and nuts,9.8362,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-09-15,Beans (white) - Retail,KG,pulses and nuts,9.4139,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-10-15,Beans (white) - Retail,KG,pulses and nuts,8.67,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-11-15,Beans (white) - Retail,KG,pulses and nuts,8.277,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2014-12-15,Beans (white) - Retail,KG,pulses and nuts,8.046,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-01-15,Beans (white) - Retail,KG,pulses and nuts,7.665,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-02-15,Beans (white) - Retail,KG,pulses and nuts,7.523,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-03-15,Beans (white) - Retail,KG,pulses and nuts,7.442,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-04-15,Beans (white) - Retail,KG,pulses and nuts,7.47,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-05-15,Beans (white) - Retail,KG,pulses and nuts,7.43,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-06-15,Beans (white) - Retail,KG,pulses and nuts,7.34,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-07-15,Beans (white) - Retail,KG,pulses and nuts,7.3,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-08-15,Beans (white) - Retail,KG,pulses and nuts,7.18,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-09-15,Beans (white) - Retail,KG,pulses and nuts,7.09,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-10-15,Beans (white) - Retail,KG,pulses and nuts,7.09,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-11-15,Beans (white) - Retail,KG,pulses and nuts,6.99,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-12-15,Beans (white) - Retail,KG,pulses and nuts,6.94,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-01-15,Beans (white) - Retail,KG,pulses and nuts,7.0,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-02-15,Beans (white) - Retail,KG,pulses and nuts,7.05,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-03-15,Beans (white) - Retail,KG,pulses and nuts,6.89,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-04-15,Beans (white) - Retail,KG,pulses and nuts,7.01,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-05-15,Beans (white) - Retail,KG,pulses and nuts,6.78,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-06-15,Beans (white) - Retail,KG,pulses and nuts,6.59,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-07-15,Beans (white) - Retail,KG,pulses and nuts,6.74,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-08-15,Beans (white) - Retail,KG,pulses and nuts,6.79,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-09-15,Beans (white) - Retail,KG,pulses and nuts,6.89,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-10-15,Beans (white) - Retail,KG,pulses and nuts,6.93,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-11-15,Beans (white) - Retail,KG,pulses and nuts,7.07,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2016-12-15,Beans (white) - Retail,KG,pulses and nuts,7.65,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2017-01-15,Beans (white) - Retail,KG,pulses and nuts,7.6,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2017-02-15,Beans (white) - Retail,KG,pulses and nuts,7.97,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2017-03-15,Beans (white) - Retail,KG,pulses and nuts,8.32,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-01-15,Beans (white) - Retail,KG,pulses and nuts,8.4655,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-02-15,Beans (white) - Retail,KG,pulses and nuts,8.3283,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-03-15,Beans (white) - Retail,KG,pulses and nuts,8.2225,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-04-15,Beans (white) - Retail,KG,pulses and nuts,8.1941,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-05-15,Beans (white) - Retail,KG,pulses and nuts,8.0966,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-06-15,Beans (white) - Retail,KG,pulses and nuts,8.2217,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-07-15,Beans (white) - Retail,KG,pulses and nuts,8.2422,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-08-15,Beans (white) - Retail,KG,pulses and nuts,8.3464,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2018-09-15,Beans (white) - Retail,KG,pulses and nuts,8.7955,TRY,Turkey,,0,National Average,1319,66,15,5,5,1319_66_15_5,
2015-06-15,Potatoes - Retail,KG,cereals and tubers,1.86,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2015-07-15,Potatoes - Retail,KG,cereals and tubers,1.84,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2015-08-15,Potatoes - Retail,KG,cereals and tubers,1.53,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2015-09-15,Potatoes - Retail,KG,cereals and tubers,1.45,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2015-10-15,Potatoes - Retail,KG,cereals and tubers,1.45,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2015-11-15,Potatoes - Retail,KG,cereals and tubers,1.36,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2015-12-15,Potatoes - Retail,KG,cereals and tubers,1.28,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-01-15,Potatoes - Retail,KG,cereals and tubers,1.32,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-02-15,Potatoes - Retail,KG,cereals and tubers,1.39,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-03-15,Potatoes - Retail,KG,cereals and tubers,1.22,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-04-15,Potatoes - Retail,KG,cereals and tubers,1.37,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-05-15,Potatoes - Retail,KG,cereals and tubers,1.06,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-06-15,Potatoes - Retail,KG,cereals and tubers,0.96,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-07-15,Potatoes - Retail,KG,cereals and tubers,0.93,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-08-15,Potatoes - Retail,KG,cereals and tubers,0.9,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-09-15,Potatoes - Retail,KG,cereals and tubers,0.91,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-10-15,Potatoes - Retail,KG,cereals and tubers,0.91,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-11-15,Potatoes - Retail,KG,cereals and tubers,0.96,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2016-12-15,Potatoes - Retail,KG,cereals and tubers,1.2,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2017-01-15,Potatoes - Retail,KG,cereals and tubers,1.24,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2017-02-15,Potatoes - Retail,KG,cereals and tubers,1.27,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2017-03-15,Potatoes - Retail,KG,cereals and tubers,1.27,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-01-15,Potatoes - Retail,KG,cereals and tubers,1.7149,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-02-15,Potatoes - Retail,KG,cereals and tubers,1.6418,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-03-15,Potatoes - Retail,KG,cereals and tubers,1.6105,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-04-15,Potatoes - Retail,KG,cereals and tubers,1.6485,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-05-15,Potatoes - Retail,KG,cereals and tubers,2.2197,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-06-15,Potatoes - Retail,KG,cereals and tubers,3.6257,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-07-15,Potatoes - Retail,KG,cereals and tubers,3.0989,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-08-15,Potatoes - Retail,KG,cereals and tubers,2.5981,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2018-09-15,Potatoes - Retail,KG,cereals and tubers,2.3863,TRY,Turkey,,0,National Average,1319,83,15,5,1,1319_83_15_5,
2013-05-15,Eggs - Retail,Unit,"meat, fish and eggs",0.2539,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2013-06-15,Eggs - Retail,Unit,"meat, fish and eggs",0.2677,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2013-11-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3556,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2013-12-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3635,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-01-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3749,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-02-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3739,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-03-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3638,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-05-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3399,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-06-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3551,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-07-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3313,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-08-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3626,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-09-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3889,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-10-15,Eggs - Retail,Unit,"meat, fish and eggs",0.326,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-11-15,Eggs - Retail,Unit,"meat, fish and eggs",0.315,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
2014-12-15,Eggs - Retail,Unit,"meat, fish and eggs",0.319,TRY,Turkey,,0,National Average,1319,92,15,33,2,1319_92_15_33,
