date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2013-05-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.3495,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2013-06-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.6549,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2013-11-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.1419,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2013-12-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.0343,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-01-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.5402,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-02-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.2852,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-03-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.5351,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-05-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.2417,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-06-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.4464,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-07-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.3676,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-08-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.5035,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-09-15,Cocoa (powder) - Retail,KG,miscellaneous food,38.7882,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-10-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.625,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-11-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.128,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2014-12-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.016,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-01-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.337,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-02-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.188,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-03-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.2,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-04-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.92,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-05-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.67,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-06-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.59,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-07-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.11,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-08-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.28,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-09-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.5,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-10-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.5,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-11-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.25,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2015-12-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.35,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-01-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.48,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-02-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.2,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-03-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.06,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-04-15,Cocoa (powder) - Retail,KG,miscellaneous food,35.82,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-05-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.34,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-06-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.08,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-07-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.33,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-08-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.66,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-09-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.59,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-10-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.3,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-11-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.44,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2016-12-15,Cocoa (powder) - Retail,KG,miscellaneous food,39.06,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2017-01-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.8,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2017-02-15,Cocoa (powder) - Retail,KG,miscellaneous food,37.0,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2017-03-15,Cocoa (powder) - Retail,KG,miscellaneous food,36.8,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-01-15,Cocoa (powder) - Retail,KG,miscellaneous food,41.3069,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-02-15,Cocoa (powder) - Retail,KG,miscellaneous food,41.0677,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-03-15,Cocoa (powder) - Retail,KG,miscellaneous food,41.438,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-04-15,Cocoa (powder) - Retail,KG,miscellaneous food,41.3249,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-05-15,Cocoa (powder) - Retail,KG,miscellaneous food,41.5484,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-06-15,Cocoa (powder) - Retail,KG,miscellaneous food,41.8692,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-07-15,Cocoa (powder) - Retail,KG,miscellaneous food,42.8121,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-08-15,Cocoa (powder) - Retail,KG,miscellaneous food,43.4655,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2018-09-15,Cocoa (powder) - Retail,KG,miscellaneous food,45.1875,TRY,Turkey,,0,National Average,1319,502,15,5,7,1319_502_15_5,
2017-01-15,Rice - Retail,KG,cereals and tubers,6.1241,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-02-15,Rice - Retail,KG,cereals and tubers,6.3395,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-03-15,Rice - Retail,KG,cereals and tubers,6.6029,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-04-15,Rice - Retail,KG,cereals and tubers,6.6108,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-05-15,Rice - Retail,KG,cereals and tubers,6.7359,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-06-15,Rice - Retail,KG,cereals and tubers,6.7538,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-07-15,Rice - Retail,KG,cereals and tubers,6.721,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-08-15,Rice - Retail,KG,cereals and tubers,6.7941,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-09-15,Rice - Retail,KG,cereals and tubers,6.8026,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-10-15,Rice - Retail,KG,cereals and tubers,6.975,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-11-15,Rice - Retail,KG,cereals and tubers,7.2925,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-12-15,Rice - Retail,KG,cereals and tubers,7.4742,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-01-15,Rice - Retail,KG,cereals and tubers,7.288,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-02-15,Rice - Retail,KG,cereals and tubers,7.3211,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-03-15,Rice - Retail,KG,cereals and tubers,7.4533,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-04-15,Rice - Retail,KG,cereals and tubers,7.4109,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-05-15,Rice - Retail,KG,cereals and tubers,7.4342,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-06-15,Rice - Retail,KG,cereals and tubers,7.6373,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-07-15,Rice - Retail,KG,cereals and tubers,7.9577,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-08-15,Rice - Retail,KG,cereals and tubers,8.1214,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2018-09-15,Rice - Retail,KG,cereals and tubers,8.4689,TRY,Turkey,,3023,Ankara,2053,52,15,5,1,2053_52_15_5,
2017-01-15,Wheat flour - Retail,KG,cereals and tubers,2.6023,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-02-15,Wheat flour - Retail,KG,cereals and tubers,2.6545,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-03-15,Wheat flour - Retail,KG,cereals and tubers,2.6689,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,2.691,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-05-15,Wheat flour - Retail,KG,cereals and tubers,2.7388,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,2.7503,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,2.7762,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-08-15,Wheat flour - Retail,KG,cereals and tubers,2.763,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-09-15,Wheat flour - Retail,KG,cereals and tubers,2.7845,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,2.7521,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-11-15,Wheat flour - Retail,KG,cereals and tubers,2.828,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-12-15,Wheat flour - Retail,KG,cereals and tubers,2.8197,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-01-15,Wheat flour - Retail,KG,cereals and tubers,2.702,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-02-15,Wheat flour - Retail,KG,cereals and tubers,2.7631,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-03-15,Wheat flour - Retail,KG,cereals and tubers,2.7866,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-04-15,Wheat flour - Retail,KG,cereals and tubers,2.7649,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-05-15,Wheat flour - Retail,KG,cereals and tubers,2.6786,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-06-15,Wheat flour - Retail,KG,cereals and tubers,2.7685,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-07-15,Wheat flour - Retail,KG,cereals and tubers,2.7668,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-08-15,Wheat flour - Retail,KG,cereals and tubers,2.818,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2018-09-15,Wheat flour - Retail,KG,cereals and tubers,3.09,TRY,Turkey,,3023,Ankara,2053,58,15,5,1,2053_58_15_5,
2017-01-15,Beans (white) - Retail,KG,pulses and nuts,8.4006,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-02-15,Beans (white) - Retail,KG,pulses and nuts,8.9655,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-03-15,Beans (white) - Retail,KG,pulses and nuts,9.1228,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-04-15,Beans (white) - Retail,KG,pulses and nuts,9.1759,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-05-15,Beans (white) - Retail,KG,pulses and nuts,9.2204,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-06-15,Beans (white) - Retail,KG,pulses and nuts,9.0084,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-07-15,Beans (white) - Retail,KG,pulses and nuts,8.7727,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-08-15,Beans (white) - Retail,KG,pulses and nuts,8.6796,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-09-15,Beans (white) - Retail,KG,pulses and nuts,8.6767,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-10-15,Beans (white) - Retail,KG,pulses and nuts,8.4022,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-11-15,Beans (white) - Retail,KG,pulses and nuts,7.9722,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-12-15,Beans (white) - Retail,KG,pulses and nuts,7.9519,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-01-15,Beans (white) - Retail,KG,pulses and nuts,7.706,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-02-15,Beans (white) - Retail,KG,pulses and nuts,7.6535,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-03-15,Beans (white) - Retail,KG,pulses and nuts,7.3609,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-04-15,Beans (white) - Retail,KG,pulses and nuts,7.3983,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-05-15,Beans (white) - Retail,KG,pulses and nuts,7.1141,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-06-15,Beans (white) - Retail,KG,pulses and nuts,7.2632,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-07-15,Beans (white) - Retail,KG,pulses and nuts,7.2966,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-08-15,Beans (white) - Retail,KG,pulses and nuts,7.5146,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2018-09-15,Beans (white) - Retail,KG,pulses and nuts,8.4428,TRY,Turkey,,3023,Ankara,2053,66,15,5,5,2053_66_15_5,
2017-01-15,Potatoes - Retail,KG,cereals and tubers,1.6159,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-02-15,Potatoes - Retail,KG,cereals and tubers,1.5327,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-03-15,Potatoes - Retail,KG,cereals and tubers,1.5154,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-04-15,Potatoes - Retail,KG,cereals and tubers,2.1107,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-05-15,Potatoes - Retail,KG,cereals and tubers,1.9356,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-06-15,Potatoes - Retail,KG,cereals and tubers,1.6465,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-07-15,Potatoes - Retail,KG,cereals and tubers,1.4519,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-08-15,Potatoes - Retail,KG,cereals and tubers,1.256,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-09-15,Potatoes - Retail,KG,cereals and tubers,1.3979,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-10-15,Potatoes - Retail,KG,cereals and tubers,1.4524,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-11-15,Potatoes - Retail,KG,cereals and tubers,1.6419,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-12-15,Potatoes - Retail,KG,cereals and tubers,1.6861,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-01-15,Potatoes - Retail,KG,cereals and tubers,1.6533,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-02-15,Potatoes - Retail,KG,cereals and tubers,1.5826,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-03-15,Potatoes - Retail,KG,cereals and tubers,1.5184,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-04-15,Potatoes - Retail,KG,cereals and tubers,1.5896,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-05-15,Potatoes - Retail,KG,cereals and tubers,2.1911,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-06-15,Potatoes - Retail,KG,cereals and tubers,3.6181,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-07-15,Potatoes - Retail,KG,cereals and tubers,2.8065,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-08-15,Potatoes - Retail,KG,cereals and tubers,2.5055,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2018-09-15,Potatoes - Retail,KG,cereals and tubers,2.1635,TRY,Turkey,,3023,Ankara,2053,83,15,5,1,2053_83_15_5,
2017-01-15,Eggs - Retail,Unit,"meat, fish and eggs",0.5019,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-02-15,Eggs - Retail,Unit,"meat, fish and eggs",0.5136,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-03-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4729,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-04-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4054,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-05-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3998,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-06-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3845,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-07-15,Eggs - Retail,Unit,"meat, fish and eggs",0.3805,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-08-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4194,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-09-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4277,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-10-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4203,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-11-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4787,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-12-15,Eggs - Retail,Unit,"meat, fish and eggs",0.513,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-01-15,Eggs - Retail,Unit,"meat, fish and eggs",0.5094,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-02-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4997,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-03-15,Eggs - Retail,Unit,"meat, fish and eggs",0.5182,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-04-15,Eggs - Retail,Unit,"meat, fish and eggs",0.4809,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-05-15,Eggs - Retail,Unit,"meat, fish and eggs",0.475,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-06-15,Eggs - Retail,Unit,"meat, fish and eggs",0.5276,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-07-15,Eggs - Retail,Unit,"meat, fish and eggs",0.5687,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-08-15,Eggs - Retail,Unit,"meat, fish and eggs",0.657,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2018-09-15,Eggs - Retail,Unit,"meat, fish and eggs",0.6431,TRY,Turkey,,3023,Ankara,2053,92,15,33,2,2053_92_15_33,
2017-01-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.0909,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-02-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.9077,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-03-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.3971,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-04-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.6945,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-05-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",9.0418,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-06-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",9.6855,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-07-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",9.5913,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-08-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.9659,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.001,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-10-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.5591,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-11-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.7537,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-12-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.7856,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-01-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",7.8248,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-02-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.0493,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-03-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.0934,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-04-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.5039,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-05-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",8.9457,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-06-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",10.0301,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-07-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",9.9577,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-08-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",9.9987,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2018-09-15,Meat (chicken) - Retail,KG,"meat, fish and eggs",10.5547,TRY,Turkey,,3023,Ankara,2053,94,15,5,2,2053_94_15_5,
2017-01-15,Sugar - Retail,KG,miscellaneous food,4.1441,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-02-15,Sugar - Retail,KG,miscellaneous food,4.1482,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-03-15,Sugar - Retail,KG,miscellaneous food,4.1168,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-04-15,Sugar - Retail,KG,miscellaneous food,4.1188,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-05-15,Sugar - Retail,KG,miscellaneous food,4.1355,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-06-15,Sugar - Retail,KG,miscellaneous food,4.083,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-07-15,Sugar - Retail,KG,miscellaneous food,4.1403,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-08-15,Sugar - Retail,KG,miscellaneous food,4.1695,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-09-15,Sugar - Retail,KG,miscellaneous food,4.1709,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-10-15,Sugar - Retail,KG,miscellaneous food,4.2143,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-11-15,Sugar - Retail,KG,miscellaneous food,4.5797,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
2017-12-15,Sugar - Retail,KG,miscellaneous food,4.1615,TRY,Turkey,,3023,Ankara,2053,97,15,5,7,2053_97_15_5,
